BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201701,2,1600,201701,3,600,112520,671048,KENTUCKY,21,2017,0001-01-01,Dense Fog,Z,14,UNION,PAH,02-JAN-17 16:00:00,CST-6,03-JAN-17 06:00:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,"Widespread dense fog blanketed western Kentucky, except for areas from Madisonville south and east. Visibility was frequently reduced to one-quarter mile or less. A weak low pressure system over the Plains during the evening produced a mild southerly wind over moist ground. The low dissipated as it moved east across southern Illinois during the overnight hours. Light winds and cool nighttime temperatures maintained favorable conditions for dense fog.",,CSV
201701,2,1600,201701,3,600,112520,671049,KENTUCKY,21,2017,0001-01-01,Dense Fog,Z,15,WEBSTER,PAH,02-JAN-17 16:00:00,CST-6,03-JAN-17 06:00:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,"Widespread dense fog blanketed western Kentucky, except for areas from Madisonville south and east. Visibility was frequently reduced to one-quarter mile or less. A weak low pressure system over the Plains during the evening produced a mild southerly wind over moist ground. The low dissipated as it moved east across southern Illinois during the overnight hours. Light winds and cool nighttime temperatures maintained favorable conditions for dense fog.",,CSV
201701,5,845,201701,5,2230,111599,665799,KENTUCKY,21,2017,0001-01-01,Winter Weather,Z,112,BREATHITT,JKL,05-JAN-17 08:45:00,EST-5,05-JAN-17 22:30:00,0,0,0,1,,,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,"An area of light snow developed early this morning, bringing widespread accumulations of 1-3 inches across eastern Kentucky through the day. A couple of more intense bands developed during the morning hours. These occurred across Perry County from Hazard south to Viper where 4 inches of snow were measured, and across portions of Martin County near Inez where 4 inches of snow occurred through the afternoon before another 1.2 inches fell during the evening and early overnight. These two areas experienced numerous travel complications as snow fell rather quickly underneath these bands. Other areas experienced traffic impacts and accidents, including south of Jackson in Breathitt County where a motorist slid off of Highway 476 and was killed. Another serious accident near Williamsburg on Interstate 75 in Whitley County forced the closure of the northbound lanes between mile markers 15 and 16 during the latter hours of the morning.",,CSV
201701,5,900,201701,5,2300,111599,665797,KENTUCKY,21,2017,0001-01-01,Heavy Snow,Z,115,PERRY,JKL,05-JAN-17 09:00:00,EST-5,05-JAN-17 23:00:00,0,0,0,0,,,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,"An area of light snow developed early this morning, bringing widespread accumulations of 1-3 inches across eastern Kentucky through the day. A couple of more intense bands developed during the morning hours. These occurred across Perry County from Hazard south to Viper where 4 inches of snow were measured, and across portions of Martin County near Inez where 4 inches of snow occurred through the afternoon before another 1.2 inches fell during the evening and early overnight. These two areas experienced numerous travel complications as snow fell rather quickly underneath these bands. Other areas experienced traffic impacts and accidents, including south of Jackson in Breathitt County where a motorist slid off of Highway 476 and was killed. Another serious accident near Williamsburg on Interstate 75 in Whitley County forced the closure of the northbound lanes between mile markers 15 and 16 during the latter hours of the morning.",,CSV
201701,3,500,201701,3,800,112520,671050,KENTUCKY,21,2017,0001-01-01,Dense Fog,Z,19,DAVIESS,PAH,03-JAN-17 05:00:00,CST-6,03-JAN-17 08:00:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,"Widespread dense fog blanketed western Kentucky, except for areas from Madisonville south and east. Visibility was frequently reduced to one-quarter mile or less. A weak low pressure system over the Plains during the evening produced a mild southerly wind over moist ground. The low dissipated as it moved east across southern Illinois during the overnight hours. Light winds and cool nighttime temperatures maintained favorable conditions for dense fog.",,CSV
201701,3,500,201701,3,800,112520,671051,KENTUCKY,21,2017,0001-01-01,Dense Fog,Z,20,MCLEAN,PAH,03-JAN-17 05:00:00,CST-6,03-JAN-17 08:00:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,"Widespread dense fog blanketed western Kentucky, except for areas from Madisonville south and east. Visibility was frequently reduced to one-quarter mile or less. A weak low pressure system over the Plains during the evening produced a mild southerly wind over moist ground. The low dissipated as it moved east across southern Illinois during the overnight hours. Light winds and cool nighttime temperatures maintained favorable conditions for dense fog.",,CSV
201701,5,900,201701,5,2330,111599,665798,KENTUCKY,21,2017,0001-01-01,Heavy Snow,Z,119,MARTIN,JKL,05-JAN-17 09:00:00,EST-5,05-JAN-17 23:30:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"An area of light snow developed early this morning, bringing widespread accumulations of 1-3 inches across eastern Kentucky through the day. A couple of more intense bands developed during the morning hours. These occurred across Perry County from Hazard south to Viper where 4 inches of snow were measured, and across portions of Martin County near Inez where 4 inches of snow occurred through the afternoon before another 1.2 inches fell during the evening and early overnight. These two areas experienced numerous travel complications as snow fell rather quickly underneath these bands. Other areas experienced traffic impacts and accidents, including south of Jackson in Breathitt County where a motorist slid off of Highway 476 and was killed. Another serious accident near Williamsburg on Interstate 75 in Whitley County forced the closure of the northbound lanes between mile markers 15 and 16 during the latter hours of the morning.",,CSV
201701,5,930,201701,5,2200,111599,665800,KENTUCKY,21,2017,0001-01-01,Winter Weather,Z,85,WHITLEY,JKL,05-JAN-17 09:30:00,EST-5,05-JAN-17 22:00:00,0,0,0,0,,,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,"An area of light snow developed early this morning, bringing widespread accumulations of 1-3 inches across eastern Kentucky through the day. A couple of more intense bands developed during the morning hours. These occurred across Perry County from Hazard south to Viper where 4 inches of snow were measured, and across portions of Martin County near Inez where 4 inches of snow occurred through the afternoon before another 1.2 inches fell during the evening and early overnight. These two areas experienced numerous travel complications as snow fell rather quickly underneath these bands. Other areas experienced traffic impacts and accidents, including south of Jackson in Breathitt County where a motorist slid off of Highway 476 and was killed. Another serious accident near Williamsburg on Interstate 75 in Whitley County forced the closure of the northbound lanes between mile markers 15 and 16 during the latter hours of the morning.",,CSV
201701,2,1600,201701,3,600,112520,671034,KENTUCKY,21,2017,0001-01-01,Dense Fog,Z,4,BALLARD,PAH,02-JAN-17 16:00:00,CST-6,03-JAN-17 06:00:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Widespread dense fog blanketed western Kentucky, except for areas from Madisonville south and east. Visibility was frequently reduced to one-quarter mile or less. A weak low pressure system over the Plains during the evening produced a mild southerly wind over moist ground. The low dissipated as it moved east across southern Illinois during the overnight hours. Light winds and cool nighttime temperatures maintained favorable conditions for dense fog.",,CSV
201701,2,1600,201701,3,600,112520,671035,KENTUCKY,21,2017,0001-01-01,Dense Fog,Z,3,CARLISLE,PAH,02-JAN-17 16:00:00,CST-6,03-JAN-17 06:00:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Widespread dense fog blanketed western Kentucky, except for areas from Madisonville south and east. Visibility was frequently reduced to one-quarter mile or less. A weak low pressure system over the Plains during the evening produced a mild southerly wind over moist ground. The low dissipated as it moved east across southern Illinois during the overnight hours. Light winds and cool nighttime temperatures maintained favorable conditions for dense fog.",,CSV
201701,5,900,201701,6,100,111441,664826,KENTUCKY,21,2017,0001-01-01,Winter Weather,Z,103,BOYD,RLX,05-JAN-17 09:00:00,EST-5,06-JAN-17 01:00:00,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,"A clipper type system brought widespread snowfall to eastern Kentucky on the 5th and 6th. Snow started on the morning of the 5th, and tapered off just after midnight early on the 6th. Widespread light snow occurred throughout the event, with several bands of moderate snow. Total snow accumulations across northeastern Kentucky were around 3 inches. Mid-morning on the 5th, just as snow was beginning to stick on the roads, a fatal vehicle accident occurred in Lawrence County. Many schools were dismissed early on the afternoon of the 5th as the snow started to accumulate.",,CSV
201701,5,900,201701,6,100,111441,664827,KENTUCKY,21,2017,0001-01-01,Winter Weather,Z,102,CARTER,RLX,05-JAN-17 09:00:00,EST-5,06-JAN-17 01:00:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A clipper type system brought widespread snowfall to eastern Kentucky on the 5th and 6th. Snow started on the morning of the 5th, and tapered off just after midnight early on the 6th. Widespread light snow occurred throughout the event, with several bands of moderate snow. Total snow accumulations across northeastern Kentucky were around 3 inches. Mid-morning on the 5th, just as snow was beginning to stick on the roads, a fatal vehicle accident occurred in Lawrence County. Many schools were dismissed early on the afternoon of the 5th as the snow started to accumulate.",,CSV
201701,5,900,201701,6,100,111441,664828,KENTUCKY,21,2017,0001-01-01,Winter Weather,Z,101,GREENUP,RLX,05-JAN-17 09:00:00,EST-5,06-JAN-17 01:00:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A clipper type system brought widespread snowfall to eastern Kentucky on the 5th and 6th. Snow started on the morning of the 5th, and tapered off just after midnight early on the 6th. Widespread light snow occurred throughout the event, with several bands of moderate snow. Total snow accumulations across northeastern Kentucky were around 3 inches. Mid-morning on the 5th, just as snow was beginning to stick on the roads, a fatal vehicle accident occurred in Lawrence County. Many schools were dismissed early on the afternoon of the 5th as the snow started to accumulate.",,CSV
201701,5,900,201701,6,100,111441,664829,KENTUCKY,21,2017,0001-01-01,Winter Weather,Z,105,LAWRENCE,RLX,05-JAN-17 09:00:00,EST-5,06-JAN-17 01:00:00,0,0,0,1,15.00K,0.00K,Emergency Manager,,,,,,,,,,,,,,,,,,,,,,"A clipper type system brought widespread snowfall to eastern Kentucky on the 5th and 6th. Snow started on the morning of the 5th, and tapered off just after midnight early on the 6th. Widespread light snow occurred throughout the event, with several bands of moderate snow. Total snow accumulations across northeastern Kentucky were around 3 inches. Mid-morning on the 5th, just as snow was beginning to stick on the roads, a fatal vehicle accident occurred in Lawrence County. Many schools were dismissed early on the afternoon of the 5th as the snow started to accumulate.",,CSV
201701,17,1900,201701,24,1400,112496,670710,KENTUCKY,21,2017,0001-01-01,Flood,C,177,MUHLENBERG,PAH,17-JAN-17 19:00:00,CST-6,24-JAN-17 14:00:00,0,0,0,0,0.00K,0.00K,River/Stream Gage,,,Heavy Rain,,,,,,,,,0,N,PARADISE,2,SE,MARTWICK,37.27,-86.98,37.31,-86.9894,"A very active weather pattern across the central United States led to minor flooding on parts of the Green and Ohio Rivers. While heavy rain did not occur in western Kentucky, there was enough rainfall in those basins to push a couple river gages above flood stage.",Minor flooding occurred along the Green River. Some low-lying woods and farmland along the river were inundated. The farmland was mostly dormant during the winter season.,CSV
201701,20,700,201701,26,900,112496,670718,KENTUCKY,21,2017,0001-01-01,Flood,C,225,UNION,PAH,20-JAN-17 07:00:00,CST-6,26-JAN-17 09:00:00,0,0,0,0,0.00K,0.00K,River/Stream Gage,,,Heavy Rain,,,,,,,,,1,WNW,UNIONTOWN,1,NE,UNIONTOWN,37.776,-87.9414,37.78,-87.9159,"A very active weather pattern across the central United States led to minor flooding on parts of the Green and Ohio Rivers. While heavy rain did not occur in western Kentucky, there was enough rainfall in those basins to push a couple river gages above flood stage.","Minor flooding occurred on the Ohio River, affecting mainly bottomland and surrounding low-lying areas. The road to several farms above Uniontown flooded.",CSV
201701,5,400,201701,5,2200,113066,676131,KENTUCKY,21,2017,0001-01-01,Winter Weather,Z,97,BRACKEN,ILN,05-JAN-17 04:00:00,EST-5,05-JAN-17 22:00:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,A clipper system crossed south of the region during the morning of January 5th. Snowfall was generally on the order of one to three inches and ended by evening.,The cooperative observer west of Augusta measured 2 inches of snow.,CSV
201701,5,800,201701,5,2000,112152,668859,KENTUCKY,21,2017,0001-01-01,Winter Weather,Z,8,MARSHALL,PAH,05-JAN-17 08:00:00,CST-6,05-JAN-17 20:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A weak disturbance in the upper levels of the atmosphere produced a swath of light snow as it raced eastward across the central states. Accumulations were less than an inch over most of western Kentucky, except around an inch in the Owensboro and Henderson area. Although accumulations were light, travel impacts were significant due to cold pavement temperatures. The snow produced a very slippery coating on roadways. Schools were closed in some areas, including Henderson County. Several accidents were reported on highways, including the Purchase Parkway and Interstate 24. One person was injured on Interstate 24 in McCracken County after his car slid into a cable barrier in the median at exit 16. Many vehicles slid off roads and city streets, but no other injuries were reported. As the snow ended, falling temperatures caused moisture on roadways to freeze. The result was another rash of accidents during the evening hours.",,CSV
201701,10,800,201701,10,1600,112523,671100,KENTUCKY,21,2017,0001-01-01,Strong Wind,Z,22,TODD,PAH,10-JAN-17 08:00:00,CST-6,10-JAN-17 16:00:00,0,0,0,0,1.00K,0.00K,Mesonet,36.00,MG,,,,,,,,,,,,,,,,,,,,"Strong south winds gusted from 40 to 50 mph across western Kentucky. In Paducah, wind blew down fencing on the south side of tennis courts in a city park. A power line was blown down in Paducah, prompting a road closure. Near the Green River in Muhlenberg County, a pole barn collapsed after the roof was blown off. Some of the highest wind gusts at airport sites included 47 mph at the Owensboro airport, 46 mph at the Paducah and Murray airports, 44 mph at the Mayfield, Henderson, and Fort Campbell (Hopkinsville) airports, and 41 mph at the Madisonville airport. A low pressure system over the central Plains moved northeast toward the Great Lakes region. A tight pressure gradient between this low and high pressure over the Carolinas resulted in strong south to southwest winds.",,CSV
201701,5,800,201701,5,2000,112152,668861,KENTUCKY,21,2017,0001-01-01,Winter Weather,Z,21,MUHLENBERG,PAH,05-JAN-17 08:00:00,CST-6,05-JAN-17 20:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A weak disturbance in the upper levels of the atmosphere produced a swath of light snow as it raced eastward across the central states. Accumulations were less than an inch over most of western Kentucky, except around an inch in the Owensboro and Henderson area. Although accumulations were light, travel impacts were significant due to cold pavement temperatures. The snow produced a very slippery coating on roadways. Schools were closed in some areas, including Henderson County. Several accidents were reported on highways, including the Purchase Parkway and Interstate 24. One person was injured on Interstate 24 in McCracken County after his car slid into a cable barrier in the median at exit 16. Many vehicles slid off roads and city streets, but no other injuries were reported. As the snow ended, falling temperatures caused moisture on roadways to freeze. The result was another rash of accidents during the evening hours.",,CSV
201701,5,800,201701,5,2000,112152,668860,KENTUCKY,21,2017,0001-01-01,Winter Weather,Z,5,MCCRACKEN,PAH,05-JAN-17 08:00:00,CST-6,05-JAN-17 20:00:00,0,1,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A weak disturbance in the upper levels of the atmosphere produced a swath of light snow as it raced eastward across the central states. Accumulations were less than an inch over most of western Kentucky, except around an inch in the Owensboro and Henderson area. Although accumulations were light, travel impacts were significant due to cold pavement temperatures. The snow produced a very slippery coating on roadways. Schools were closed in some areas, including Henderson County. Several accidents were reported on highways, including the Purchase Parkway and Interstate 24. One person was injured on Interstate 24 in McCracken County after his car slid into a cable barrier in the median at exit 16. Many vehicles slid off roads and city streets, but no other injuries were reported. As the snow ended, falling temperatures caused moisture on roadways to freeze. The result was another rash of accidents during the evening hours.",,CSV
